Дата;Цена;Откр;Макс;Мин;Объём;Изм %
31.01.2017;5976.5;5852.5;5997;5837.25;;0.0221
30.01.2017;5847.25;5895.5;5911.25;5785.5;;-0.0076
27.01.2017;5892.25;5832.75;5902.5;5823.75;;0.0081
26.01.2017;5845;5955.5;5982.25;5820.5;;-0.0167
25.01.2017;5944.25;5951;5972;5887.25;;-0.0007
24.01.2017;5948.25;5809.25;5953.75;5801.75;;0.0234
23.01.2017;5812;5765.25;5861.75;5761.5;;0.0085
20.01.2017;5762.75;5742.25;5813.25;5693.75;;0.0047
19.01.2017;5736;5759.5;5794;5687.25;;-0.0036
18.01.2017;5756.75;5761;5787.75;5735.5;;-0.0032
17.01.2017;5775.25;5848;5855.25;5727.5;;-0.0115
16.01.2017;5842.25;5914.5;5921.5;5832.75;;-0.0116
13.01.2017;5910.75;5861.75;5916;5808.5;;0.0057
12.01.2017;5877.5;5722.75;5884.5;5722.75;;0.0271
11.01.2017;5722.5;5753.25;5788.75;5711.75;;-0.0038
10.01.2017;5744.5;5591.5;5778;5574;;0.0281
09.01.2017;5587.75;5605.5;5618.25;5552.75;;-0.0013
06.01.2017;5595;5591.25;5614.75;5537.5;;0.0023
05.01.2017;5582.25;5648.5;5697.25;5575.5;;-0.0091
04.01.2017;5633.75;5495.5;5643.5;5453.75;;0.0274
03.01.2017;5483.25;5549.25;5616;5481;;-0.0064
